Country Code ABW AFG,Country Name Aruba Afghanistan,Indicator Code SH.HIV.INCD.TL SH.HIV.INCD.TL,Indicator Name Adults (ages 15+) and children (ages 0-14) newly infected with HIV Adults (ages 15+) and children (ages 0-14) ne,Year,Infections,Number of Records
MRT,Mauritania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,500,1
MRT,Mauritania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,500,1
MRT,Mauritania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,500,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,,1
MUS,Mauritius,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,,1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,"83,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,"99,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,"110,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,"110,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,"110,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,"100,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,"98,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,"93,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,"87,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,"80,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,"75,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,"71,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,"68,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,"66,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,"66,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,"66,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,"65,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,"65,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,"64,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,"64,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,"64,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,"61,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,"56,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,"53,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,"49,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,"46,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,"43,000",1
MWI,Malawi,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,"39,000",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,"14,000",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,"7,700",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,"6,600",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,"7,000",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,"7,500",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,"7,800",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,"8,000",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,"8,200",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,"8,300",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,"8,400",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,"8,500",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,"8,600",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,"8,400",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,"8,300",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,"8,200",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,"8,100",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,"8,000",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,"7,800",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,"7,600",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,"7,500",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,"7,200",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,"7,000",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,"6,900",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,"6,800",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,"6,900",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,"7,100",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,"7,600",1
MYS,Malaysia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,"7,800",1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,,1
NAC,North America,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,,1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,"5,100",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,"7,500",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,"10,000",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,"13,000",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,"16,000",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,"18,000",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,"20,000",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,"20,000",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,"20,000",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,"19,000",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,"17,000",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,"16,000",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,"15,000",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,"13,000",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,"12,000",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,"11,000",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,"11,000",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,"9,900",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,"9,600",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,"9,800",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,"9,800",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,"9,300",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,"9,300",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,"9,200",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,"8,500",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,"8,400",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,"7,700",1
NAM,Namibia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,"7,400",1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,,1
NCL,New Caledonia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,,1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,"2,200",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,"2,700",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,"3,200",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,"3,700",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,"4,100",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,"4,300",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,"4,400",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,"4,500",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,"4,500",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,"4,400",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,"4,300",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,"4,100",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,"3,900",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,"3,600",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,"3,300",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,"3,000",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,"2,600",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,"2,300",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,"2,100",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,"1,900",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,"1,600",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,"1,700",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,"1,700",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,"1,600",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,"1,600",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,"1,700",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,"1,500",1
NER,Niger,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,"1,700",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,"140,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,"170,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,"200,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,"230,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,"270,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,"290,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,"310,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,"320,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,"330,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,"320,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,"320,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,"300,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,"290,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,"270,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,"260,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,"250,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,"240,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,"230,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,"230,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,"220,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,"220,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,"220,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,"210,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,"210,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,"200,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,"210,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,"210,000",1
NGA,Nigeria,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,"210,000",1
NIC,Nicaragua,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,500,1
